pattern,Agreement,Expected Agreement,threhsold1_imp_agreement,threhsold2_imp_agreement,pattern_lift
"{(population_density_on_land_2010 50.4),(household_density_on_land_2010 14.0)}",0.51,0.04613817,50.4,14,10.98919842
"{(population_density_on_land_2010 48.9),(household_density_on_land_2010 14.0)}",0.54,0.049104345,48.9,14,10.98777475
"{(population_density_on_land_2010 47.6),(household_density_on_land_2010 14.0)}",0.61,0.055265347,47.6,14,10.9486934
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 13.4)}",0.67,0.061035425,41.8,13.4,10.94200178
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 14.0)}",0.63,0.057668029,46,14,10.91686356
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 13.4)}",0.84,0.076839467,34,13.4,10.88138082
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 13.4)}",0.79,0.072766057,35.1,13.4,10.86069072
"{(population_density_on_land_2010 54.9),(household_density_on_land_2010 14.0)}",0.5,0.046311022,54.9,14,10.85082168
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 14.0)}",0.72,0.066393319,39,14,10.80326236
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 14.0)}",0.7,0.064493563,37.3,14,10.78749047
"{(population_density_on_land_2010 50.4),(household_density_on_land_2010 13.4)}",0.5,0.046640068,50.4,13.4,10.75692339
"{(population_density_on_land_2010 48.9),(household_density_on_land_2010 13.4)}",0.53,0.049638509,48.9,13.4,10.7556554
"{(population_density_on_land_2010 47.6),(household_density_on_land_2010 13.4)}",0.6,0.055866531,47.6,13.4,10.71778369
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 14.0)}",0.78,0.072946562,32.2,14,10.70884495
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 14.0)}",0.84,0.078410161,31,14,10.70701039
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 13.4)}",0.62,0.05829535,46,13.4,10.6868398
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 13.4)}",0.71,0.067115555,39,13.4,10.57642029
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 13.4)}",0.69,0.065195133,37.3,13.4,10.56097356
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 13.4)}",0.78,0.073740086,32.2,13.4,10.5162848
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 14.0)}",0.84,0.080259931,29.8,14,10.51468259
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 13.4)}",0.83,0.079263118,31,13.4,10.51338953
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 14.5)}",0.81,0.077644597,27.8,14.5,10.37250999
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 14.9)}",0.8,0.07758894,27.8,14.9,10.37227729
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 13.4)}",0.84,0.081133011,29.8,13.4,10.32513417
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 18.8)}",0.62,0.06044226,27.8,18.8,10.23973057
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 18.5)}",0.62,0.060651501,27.8,18.5,10.21325581
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 17.9)}",0.65,0.063538567,27.8,17.9,10.19062517
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 17.0)}",0.67,0.066105564,27.8,17,10.16720364
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 21.0)}",0.62,0.060676677,27.8,21,10.14841692
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 20.2)}",0.62,0.061075336,27.8,20.2,10.13542427
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 16.3)}",0.69,0.067797231,27.8,16.3,10.13218733
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 22.5)}",0.51,0.050890881,27.8,22.5,10.10255803
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 22.9)}",0.51,0.05083553,27.8,22.9,10.1019497
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 21.3)}",0.52,0.051780974,27.8,21.3,10.09312137
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 22.1)}",0.51,0.050951617,27.8,22.1,10.08398581
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 15.3)}",0.75,0.074116725,27.8,15.3,10.0680165
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 19.6)}",0.65,0.064825749,27.8,19.6,10.02929578
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 19.9)}",0.65,0.064591166,27.8,19.9,10.02729249
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 19.3)}",0.65,0.065122772,27.8,19.3,9.977858437
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 14.0)}",0.87,0.087703944,27.8,14,9.905349801
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 14.5)}",0.79,0.079915206,26.9,14.5,9.863734279
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 14.9)}",0.79,0.079857922,26.9,14.9,9.863540074
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 12.1)}",0.62,0.06305555,44,12.1,9.835269361
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 12.1)}",0.8,0.081449756,34,12.1,9.833657609
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 12.1)}",0.76,0.077131946,35.1,12.1,9.832578705
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 21.0)}",0.61,0.062451082,26.9,21,9.801587678
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 20.2)}",0.62,0.0628614,26.9,20.2,9.788373882
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 22.5)}",0.51,0.052379114,26.9,22.5,9.7835233
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 22.9)}",0.51,0.052322145,26.9,22.9,9.783117407
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 12.1)}",0.63,0.064697488,41.8,12.1,9.779563339
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 21.3)}",0.52,0.053295237,26.9,21.3,9.771814434
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 22.1)}",0.51,0.052441627,26.9,22.1,9.765660842
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 13.4)}",0.86,0.088658,27.8,13.4,9.728533437
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 19.6)}",0.65,0.066721488,26.9,19.6,9.709633508
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 19.9)}",0.65,0.066480045,26.9,19.9,9.708239894
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 12.1)}",0.81,0.084018825,31,12.1,9.689855584
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 18.8)}",0.6,0.06220981,26.9,18.8,9.688205435
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 12.1)}",0.83,0.086000909,29.8,12.1,9.675333768
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 18.5)}",0.6,0.06242517,26.9,18.5,9.663413547
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 19.3)}",0.65,0.067027198,26.9,19.3,9.659988371
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 12.1)}",0.75,0.078164416,32.2,12.1,9.652523291
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 17.9)}",0.63,0.065396664,26.9,17.9,9.642026284
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 17.0)}",0.66,0.06803873,26.9,17,9.633797971
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 16.3)}",0.67,0.069779867,26.9,16.3,9.600703124
"{(population_density_on_land_2010 48.9),(household_density_on_land_2010 12.1)}",0.5,0.052616769,48.9,12.1,9.585582286
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 12.1)}",0.66,0.069106775,37.3,12.1,9.573888023
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 12.1)}",0.68,0.071142419,39,12.1,9.572611189
"{(population_density_on_land_2010 47.6),(household_density_on_land_2010 12.1)}",0.57,0.059218466,47.6,12.1,9.569054464
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 12.1)}",0.59,0.061793012,46,12.1,9.542049432
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 15.3)}",0.73,0.076284167,26.9,15.3,9.539665117
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 12.1)}",0.89,0.093977389,27.8,12.1,9.452874243
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 14.0)}",0.85,0.090268724,26.9,14,9.398544169
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 22.1)}",0.5,0.054107038,25.8,22.1,9.264077334
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 22.5)}",0.5,0.05404254,25.8,22.5,9.26371251
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 22.9)}",0.5,0.053983762,25.8,22.9,9.263379274
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 21.0)}",0.6,0.064434368,25.8,21,9.258894927
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 21.3)}",0.51,0.054987757,25.8,21.3,9.252655093
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 20.2)}",0.6,0.064857716,25.8,20.2,9.246405496
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 13.4)}",0.84,0.09125068,26.9,13.4,9.232769388
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 19.6)}",0.63,0.068840391,25.8,19.6,9.17240095
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 19.9)}",0.63,0.068591281,25.8,19.9,9.171186684
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 14.5)}",0.76,0.082453107,25.8,14.5,9.170563261
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 14.9)}",0.75,0.082394004,25.8,14.9,9.157286425
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 18.8)}",0.59,0.064185434,25.8,18.8,9.140959944
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 19.3)}",0.63,0.069155809,25.8,19.3,9.125998508
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 18.5)}",0.59,0.064407633,25.8,18.5,9.11779585
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 17.9)}",0.61,0.067473494,25.8,17.9,9.111300321
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 17.0)}",0.64,0.070199465,25.8,17,9.102715632
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 16.3)}",0.65,0.071995897,25.8,16.3,9.071387495
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 12.1)}",0.88,0.096725628,26.9,12.1,9.047905895
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 15.3)}",0.71,0.078706756,25.8,15.3,8.98449621
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 14.0)}",0.84,0.093135427,25.8,14,8.98154702
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 13.4)}",0.84,0.094148568,25.8,13.4,8.947527503
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 12.1)}",0.88,0.099797386,25.8,12.1,8.867114446
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 11.1)}",0.92,0.109122735,25.8,11.1,8.433486862
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 11.6)}",0.92,0.108659329,25.8,11.6,8.429911357
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 11.6)}",0.86,0.10232252,27.8,11.6,8.405678743
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 11.6)}",0.77,0.091479642,31,11.6,8.39707419
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 11.6)}",0.79,0.093637733,29.8,11.6,8.391617116
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 11.6)}",0.88,0.105314801,26.9,11.6,8.389442938
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 11.6)}",0.74,0.088682441,34,11.6,8.371221263
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 11.6)}",0.7,0.083981212,35.1,11.6,8.359245235
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 11.6)}",0.57,0.068654842,44,11.6,8.358325785
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 11.1)}",0.77,0.091869781,31,11.1,8.337503294
"{(population_density_on_land_2010 26.9),(household_density_on_land_2010 11.1)}",0.88,0.105763944,26.9,11.1,8.332447485
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 11.1)}",0.78,0.094037076,29.8,11.1,8.331956581
"{(population_density_on_land_2010 27.8),(household_density_on_land_2010 11.1)}",0.86,0.102758902,27.8,11.1,8.32806972
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 11.6)}",0.56,0.067280191,46,11.6,8.321137688
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 11.6)}",0.71,0.085105365,32.2,11.6,8.319464165
"{(population_density_on_land_2010 34.0),(household_density_on_land_2010 11.1)}",0.74,0.089060651,34,11.1,8.312074891
"{(population_density_on_land_2010 47.6),(household_density_on_land_2010 11.6)}",0.54,0.064477027,47.6,11.6,8.3096227
"{(population_density_on_land_2010 35.1),(household_density_on_land_2010 11.1)}",0.7,0.084339372,35.1,11.1,8.300555322
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 11.6)}",0.58,0.070442583,41.8,11.6,8.299674056
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 21.0)}",0.57,0.068660586,24,21,8.290908391
"{(population_density_on_land_2010 44.0),(household_density_on_land_2010 11.1)}",0.57,0.068947638,44,11.1,8.288009653
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 20.2)}",0.57,0.069111701,24,20.2,8.279521191
"{(population_density_on_land_2010 32.2),(household_density_on_land_2010 11.1)}",0.71,0.085468319,32.2,11.1,8.26104464
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 11.6)}",0.64,0.07745982,39,11.6,8.252541996
"{(population_density_on_land_2010 46.0),(household_density_on_land_2010 11.1)}",0.56,0.067567125,46,11.1,8.251183129
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 19.6)}",0.6,0.073355598,24,19.6,8.244730393
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 19.9)}",0.6,0.073090149,24,19.9,8.244005767
"{(population_density_on_land_2010 47.6),(household_density_on_land_2010 11.1)}",0.53,0.064752006,47.6,11.1,8.239766414
"{(population_density_on_land_2010 41.8),(household_density_on_land_2010 11.1)}",0.58,0.070743004,41.8,11.1,8.229949246
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 14.5)}",0.72,0.087861165,24,14.5,8.227459674
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 14.9)}",0.72,0.087798185,24,14.9,8.215942479
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 18.8)}",0.56,0.068395324,24,18.8,8.20896181
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 19.3)}",0.6,0.073691704,24,19.3,8.203762855
"{(population_density_on_land_2010 39.0),(household_density_on_land_2010 11.1)}",0.64,0.077790168,39,11.1,8.195355126
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 11.6)}",0.62,0.075243412,37.3,11.6,8.19496895
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 18.5)}",0.56,0.068632098,24,18.5,8.188417678
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 17.9)}",0.59,0.071899047,24,17.9,8.178376988
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 16.3)}",0.63,0.076718072,24,16.3,8.14925583
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 17.0)}",0.61,0.074803813,24,17,8.14276465
"{(population_density_on_land_2010 37.3),(household_density_on_land_2010 11.1)}",0.61,0.075564307,37.3,11.1,8.138498713
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 15.3)}",0.68,0.083869092,24,15.3,8.101127023
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 14.0)}",0.8,0.099244133,24,14,8.098706071
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 13.4)}",0.81,0.100323725,24,13.4,8.067973589
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 12.1)}",0.85,0.106343046,24,12.1,8.038409753
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 11.1)}",0.91,0.11628004,24,11.1,7.824497511
"{(population_density_on_land_2010 24.0),(household_density_on_land_2010 11.6)}",0.91,0.115786239,24,11.6,7.822102896
"{(population_density_on_land_2010 25.8),(household_density_on_land_2010 10.4)}",0.87,0.115990007,25.8,10.4,7.533605049
"{(population_density_on_land_2010 31.0),(household_density_on_land_2010 10.4)}",0.73,0.097651296,31,10.4,7.511986685
"{(population_density_on_land_2010 29.8),(household_density_on_land_2010 10.4)}",0.75,0.099954983,29.8,10.4,7.50550646
